ORGANISM_ID|ORGANISM_NAME|ORGANISM_LEVEL|PARENT_ID|PARENT_NAME
4153|HNMF0047|4|152|Aspergillus fumigatus
4039|HQ889708|4|1632|Aspergillus carneus
4030|HS-05|4|153|Aspergillus
4111|Huber Sp080903f04|4|1588|Aspergillus sclerotiorum
4270|I-639|4|283|Aspergillus niger
1563|I. M. I. strain 84338|4|1562|Aspergillus rugulosus
4033|I.M.I. 53242|4|1691|Aspergillus glaucus
3991|IAM 2054|4|12|Aspergillus terreus
3968|IBWF002-96|4|153|Aspergillus
4018|IF10|4|278|Aspergillus candidus
3978|IFB-E003|4|283|Aspergillus niger
4058|IFM58441|4|2078|Aspergillus nishimurae
749|IFO 4290|4|234|Aspergillus oryzae
4014|IFO 6123|4|12|Aspergillus terreus
4079|IFO 8835|4|12|Aspergillus terreus
4234|IFO-6123|4|12|Aspergillus terreus
1440|IMI 337664|4|153|Aspergillus
13|IMI16043|4|12|Aspergillus terreus
4176|J05B-7F-4|4|1404|Aspergillus sydowii
4151|Jcma1F17|4|3|Aspergillus ochraceus
4213|JDW-1|4|19|Aspergillus flavus
1716|JRJ111048|4|152|Aspergillus fumigatus
1439|JV-23|4|1356|Aspergillus japonicus
3971|JV-33-48|4|283|Aspergillus niger
1649|JV33-48|4|283|Aspergillus niger
4070|KF-428|4|1370|Aspergillus aculeatus
4260|KJ-9|4|153|Aspergillus
4037|KM007|4|3|Aspergillus ochraceus
4015|KMC-901|4|152|Aspergillus fumigatus
2362|KMC901|4|152|Aspergillus fumigatus
4101|KMD 901|4|153|Aspergillus
3995|KMM 4638|4|1632|Aspergillus carneus
4047|KMM 4640|4|544|Aspergillus sulphureus
4042|KMM 4664|4|133|Aspergillus ustus
4217|KU258497|4|134|Aspergillus versicolor
2334|KUFA 0013|4|2215|Aspergillus similanensis
